make_model,make,model,generation,year_from,year_to,series,trim,body_type,load_height_mm,number_of_seats,length_mm,width_mm,height_mm,wheelbase_mm,front_track_mm,rear_track_mm,curb_weight_kg,wheel_size_r14,ground_clearance_mm,trailer_load_with_brakes_kg,payload_kg,back_track_width_mm,front_track_width_mm,clearance_mm,full_weight_kg,front_rear_axle_load_kg,max_trunk_capacity_l,cargo_compartment_length_width_height_mm,cargo_volume_m3,minimum_trunk_capacity_l,maximum_torque_n_m,injection_type,overhead_camshaft,cylinder_layout,number_of_cylinders,compression_ratio,engine_type,valves_per_cylinder,boost_type,cylinder_bore_mm,stroke_cycle_mm,engine_placement,cylinder_bore_and_stroke_cycle_mm,turnover_of_maximum_torque_rpm,max_power_kw,presence_of_intercooler,capacity_cm3,engine_hp,engine_hp_rpm,drive_wheels,bore_stroke_ratio,number_of_gears,turning_circle_m,transmission,mixed_fuel_consumption_per_100_km_l,range_km,emission_standards,fuel_tank_capacity_l,acceleration_0_100_km/h_s,max_speed_km_per_h,city_fuel_per_100km_l,CO2_emissions_g/km,fuel_grade,highway_fuel_per_100km_l,back_suspension,rear_brakes,front_brakes,front_suspension,steering_type,car_class,country_of_origin,number_of_doors,safety_assessment,rating_name,battery_capacity_KW_per_h,electric_range_km,charging_time_h,male,female,unknown,total
skoda octavia,skoda,octavia,2 generation [redesign],2008,2013,liftback 5-doors,1.6 mpi mt,liftback,,5,4569,1769,1462,2578,1541,1514,1280,,162,,600,,,,1880,,560,,,560,148,multi-point fuel injection,,inline,4,,gasoline,4,,,,,,3800,,,1595,102,5600,front wheel drive,,5,10.85,manual,7.4,550|950,euro iv,55,12.3,190,10,,95,5.8,"independent, multi wishbone",disc,ventilated disc,"independent, mcpherson struts, on triangular wishbones",,,,,,,,,,886632,203617,48021,1138270
skoda octavia,skoda,octavia,2 generation [redesign],2008,2013,liftback 5-doors,1.6 mt,liftback,,5,4569,1769,1462,2578,1541,1514,1285,,140,,,,,,,,1350,,,560,155,multi-point fuel injection,,inline,4,,gasoline,4,,,,,,3750,,present,1598,105,5250,front wheel drive,,5,10.85,manual,6.8,,euro v,55,12,185,,,95,,"multi wishbone, stabilizer bar",disc,ventilated disc,"independent, mcpherson struts, wishbone, dampers, stabilizer bar",,,,,,,,,,886632,203617,48021,1138270
skoda octavia,skoda,octavia,2 generation [redesign],2008,2013,liftback 5-doors,1.6 multifuel mt,liftback,,5,4569,1769,1462,2578,1541,1514,1280,,140,3280,600,,,,1880,,1350,,,560,148,multi-point fuel injection,,inline,4,,gasoline,2,,81,77,,,3800,,present,1595,102,5600,front wheel drive,,5,10.85,manual,7,"590|1,000",euro v,55,12.3,190,9.4,,"95, ethanol",5.5,"multi wishbone, stabilizer bar",disc,ventilated disc,"independent, mcpherson struts, wishbone, dampers, stabilizer bar",,,,,,,,,,886632,203617,48021,1138270
skoda octavia,skoda,octavia,2 generation [redesign],2008,2013,liftback 5-doors,1.6 tdi dsg,liftback,,5,4569,1769,1462,2578,1541,1514,1375,,140,3575,600,,,,1975,,1350,,,560,250,common rail,,inline,4,,diesel,4,turbo,79,80,,,2500,,present,1598,105,4400,front wheel drive,,7,10.85,robot,4.7,"980|1,310",euro v,55,11.4,191,5.6,,diesel,4.2,"multi wishbone, stabilizer bar",disc,ventilated disc,"independent, mcpherson struts, wishbone, dampers, stabilizer bar",,,,,,,,,,886632,203617,48021,1138270
skoda octavia,skoda,octavia,2 generation [redesign],2008,2013,liftback 5-doors,1.6 tdi greenline mt,liftback,,5,4569,1769,1462,2578,1541,1514,1390,,140,3590,600,,,,1990,,1350,,,560,250,common rail,,inline,4,,diesel,4,turbo,79,80,,,2500,,present,1598,105,4400,front wheel drive,,5,10.85,manual,3.8,"1,170|1,620",euro v,55,11.4,192,4.7,,diesel,3.4,"multi wishbone, stabilizer bar",disc,ventilated disc,"independent, mcpherson struts, wishbone, dampers, stabilizer bar",,,,,,,,,,886632,203617,48021,1138270
skoda octavia,skoda,octavia,2 generation [redesign],2008,2013,liftback 5-doors,1.6 tdi greentech mt,liftback,,5,4569,1769,1462,2578,1541,1514,1360,,140,3560,600,,,,1960,,1350,,,560,250,common rail,,inline,4,,diesel,4,turbo,79,80,,,2500,,present,1598,105,4400,front wheel drive,,5,10.85,manual,4.2,"1,080|1,530",euro v,55,11.3,192,5.1,,diesel,3.6,"multi wishbone, stabilizer bar",disc,ventilated disc,"independent, mcpherson struts, wishbone, dampers, stabilizer bar",,,,,,,,,,886632,203617,48021,1138270
skoda octavia,skoda,octavia,2 generation [redesign],2008,2013,liftback 5-doors,1.6 tdi mt,liftback,,5,4569,1769,1462,2578,1541,1514,1350,,140,3550,600,,,,1950,,1350,,,560,250,common rail,,inline,4,,diesel,4,turbo,79,80,,,2500,,present,1598,105,4400,front wheel drive,,5,10.85,manual,4.5,"960|1,410",euro v,55,11.3,191,5.7,,diesel,3.9,"multi wishbone, stabilizer bar",disc,ventilated disc,"independent, mcpherson struts, wishbone, dampers, stabilizer bar",,,,,,,,,,886632,203617,48021,1138270
skoda octavia,skoda,octavia,2 generation [redesign],2008,2013,liftback 5-doors,1.6 tiptronic,liftback,,5,4569,1769,1462,2578,1541,1514,1322,,140,,,,,,,,1350,,,560,155,multi-point fuel injection,,inline,4,,gasoline,4,,,,,,3750,,present,1598,105,5250,front wheel drive,,6,10.85,automatic,7.6,,euro v,55,13,180,,,95,,"multi wishbone, stabilizer bar",disc,ventilated disc,"independent, mcpherson struts, wishbone, dampers, stabilizer bar",,,,,,,,,,886632,203617,48021,1138270
skoda octavia,skoda,octavia,2 generation [redesign],2008,2013,liftback 5-doors,1.8 tsi at,liftback,,5,4569,1769,1462,2578,1541,1514,,,162,,,,,,1970,,1420,,,560,250,direct injection,,inline,4,,gasoline,4,turbo,,,,,1500,,present,1798,152,6200,front wheel drive,,6,10.2,automatic,7.7,510|930,euro v,55,8.9,214,10.8,,95,5.9,"independent, multi wishbone",disc,ventilated disc,"independent, mcpherson struts, on triangular wishbones",,,,,,,,,,886632,203617,48021,1138270
skoda octavia,skoda,octavia,2 generation [redesign],2008,2013,liftback 5-doors,1.8 tsi dsg,liftback,,5,4569,1769,1462,2578,1541,1514,1370,,162,,650,,,,1970,,1420,,,560,250,direct injection,,inline,4,,gasoline,4,turbo,,,,,1500,,present,1798,152,6200,front wheel drive,,7,10.2,robot,6.6,"600|1,020",euro v,55,8.1,219,9.1,,95,5.4,"independent, multi wishbone",disc,ventilated disc,"independent, mcpherson struts, on triangular wishbones",,,,,,,,,,886632,203617,48021,1138270
skoda octavia,skoda,octavia,2 generation [redesign],2008,2013,liftback 5-doors,1.8 tsi dsg,liftback,,5,4569,1769,1462,2578,1541,1514,1370,,140,3570,600,,,,1970,,1350,,,560,250,direct injection,,inline,4,,gasoline,4,turbine + compressor,82,84,,,4500,,present,1798,160,6200,front wheel drive,,7,10.85,robot,6.6,"600|1,020",euro v,55,7.8,223,9.1,,95,5.4,"multi wishbone, stabilizer bar",disc,ventilated disc,"independent, mcpherson struts, wishbone, dampers, stabilizer bar",,,,,,,,,,886632,203617,48021,1138270
skoda octavia,skoda,octavia,2 generation [redesign],2008,2013,liftback 5-doors,1.8 tsi mt,liftback,,5,4569,1769,1462,2578,1541,1514,1350,,162,,650,,,,1950,,1420,,,560,250,direct injection,,inline,4,,gasoline,4,turbo,,,,,1500,,present,1798,152,6200,front wheel drive,,6,10.2,manual,6.9,"580|1,000",euro v,55,8.1,219,9.5,,95,5.5,"independent, multi wishbone",disc,ventilated disc,"independent, mcpherson struts, on triangular wishbones",,,,,,,,,,886632,203617,48021,1138270
skoda octavia,skoda,octavia,2 generation [redesign],2008,2013,liftback 5-doors,1.8 tsi mt,liftback,,5,4569,1769,1462,2578,1541,1514,1350,,140,3560,600,,,,1950,,1350,,,560,250,direct injection,,inline,4,,gasoline,4,turbine + compressor,82,84,,,4500,,present,1798,160,6200,front wheel drive,,6,10.85,manual,6.9,"580|1,000",euro v,55,7.8,223,9.5,,95,5.5,"multi wishbone, stabilizer bar",disc,ventilated disc,"independent, mcpherson struts, wishbone, dampers, stabilizer bar",,,,,,,,,,886632,203617,48021,1138270
